num,word,freq
357715122,instanced,9
16152373267,brandishers,9
357257,intent,9
7555132,tonnage,9
35773317355,instigation,9
1615237322,brandished,9
1618267,bravers,9
755317,tonics,9
16184326,brawlier,9
3247162,hektare,9
35726117355,interaction,9
82223277,weediest,9
1617349,brashly,9
161773117,brassicas,9
357167317,intarsias,9
16177326,brassier,9
3572612226,interceder,9
35715331427,intangibles,9
161773262,brassiere,9
16177311,brassica,9
357741722,insulated,9
3572562617249,intemperately,9
35724421771439353,intellectualizing,9
1617726327,brasseries,9
35723637327,integrities,9
755734,tonsil,9
35726161513,interbranch,9
357252227,intendeds,9
357257382,intensive,9
3572611417355,intercalation,9
161527,brands,9
1614353,braking,9
1614326,brakier,9
161422,braked,9
35726421722,interjected,9
357263567,interiors,9
75526,toner,9
16182,brave,9
357722261142,insufferable,9
3572623427,interfiles,9
7557344217559,tonsillectomy,9
357261379,intercity,9
75531379,tonicity,9
357261267567,interceptors,9
35726127756,intercessor,9
3572612673557,interceptions,9
35726231756,interdictor,9
3572614177,interclass,9
7557426,tootler,9
357636173557,inspirations,9
161514326,bramblier,9
35771445257,installment,9
755733277,toothiest,9
161859,brawny,9
357714417355,installation,9
357714426,installer,9
357117,intact,9
357363522,inshrined,9
35755713,insomuch,9
7557322,toothed,9
35726726,inserter,9
3572573149,insensibly,9
1619347,brazils,9
161927,brazes,9
75527,tones,9
357377353,insisting,9
357351262,insincere,9
3572627722,interested,9
7557732,tootsie,9
161421327,brakeages,9
162113,breach,9
3572621373,interfaith,9
162121174277,breadbaskets,9
82227,weeds,9
16152,brand,9
3573571756,insinuator,9
16142525,brakemen,9
5799422,nuzzled,9
35732267,insiders,9
35733377,insights,9
35772231325749,insufficiently,9
357335317,insignias,9
7554158,toolbox,9
3577145257,instalment,9
75544277,toolless,9
3577331756,instigator,9
322573231173557,identifications,9
35773777567,institutors,9
357741727,insulates,9
17225,buffo,9
1677143917355,brutalization,9
35776662773142,insuppressible,9
356117355,impaction,9
322545372,ideologue,9
322536163,ideograph,9
357762,insure,9
357767525714,instrumental,9
357715726,instanter,9
7554,took,9
357767525714377,instrumentalist,9
3577157,instant,9
32254539,ideology,9
3577675257353,instrumenting,9
32254533922,ideologized,9
3577417355,insulation,9
35776267,insurers,9
35754261142,intolerable,9
357261555753117353,intercommunicating,9
357542,insole,9
357264217353,interjecting,9
3576217355,inspection,9
357261556159,intercompany,9
161922,brazee,9
15972512669,boysenberry,9
357262262522512,interdependence,9
3577344,instill,9
357583117382,intoxicative,9
35726226252257,interdependent,9
3577377735514377,institutionalist,9
754261149,tolerably,9
159263252,boyfriend,9
35726231722,interdicted,9
35735119,intimacy,9
3576357311449,intrinsically,9
357737773551439353,institutionalizing,9
1589,boxy,9
754253757,tokenisms,9
16113537,bracings,9
3582726119,inveteracy,9
3582573825277,inventiveness,9
35826727,inverses,9
1611267,bracers,9
35825756327,inventories,9
75441167,tollbars,9
82269,weepy,9
3572676267353,interspersing,9
358233427,inveigles,9
3572682573553777,interventionists,9
754426,toller,9
3582775257,investment,9
16135817327,brainwashes,9
358257355,invention,9
753422,toiled,9
35831149,inviably,9
3582333,inveigh,9
75443172,tollgate,9
1584277,bowless,9
3576527173557,introductions,9
16112657,braceros,9
357657621738249,introspectively,9
35726525776714,intermenstrual,9
3581432353,invaliding,9
357737382,intuitive,9
35765762173825277,introspectiveness,9
755536163,tomograph,9
358133517355,invagination,9
82333132,weighage,9
3575217355,inundation,9
358277377627,investitures,9
357658267355,introversion,9
35814321756,invalidator,9
3581471149,invaluably,9
35783777,intwists,9
35814325277,invalidness,9
35726522316327,intermediaries,9
35726522317355,intermediation,9
75342722,toileted,9
7534274,toilful,9
7544353,tolling,9
3572651669,intermarry,9
35726527327,intermeshes,9
352277353,infesting,9
357265351149,interminably,9
357265377355,intermission,9
3572647227,interludes,9
3572653534353,intermingling,9
357265353427,intermingles,9
7557377,tomtits,9
755551531,tomomania,9
3572641127,interlaces,9
3572645177569,interlocutory,9
7555327,tommies,9
357266353,interring,9
16133125135,braggadocio,9
3572672871449,intersexually,9
7552,tone,9
35726624172,interrelate,9
35726451776312,interlocutrice,9
35726713554,interschool,9
35726728714379,intersexuality,9
357266531727,interrogates,9
75448197,tollways,9
357266627267,interpreters,9
3524333142,ineligible,9
754947,tolyls,9
35726527,internes,9
35266157,inerrant,9
357266627382,interpretive,9
75673154437,torticollis,9
8226353,weeping,9
1633375277,brightness,9
35726676726,interrupter,9
35277257314,inessential,9
3526737327,inequities,9
357266531756327,interrogatories,9
35247171149,ineluctably,9
3524231512,inelegance,9
16135353777,brahminists,9
755117,tomcat,9
3572655257,internment,9
3572666271142,interpretable,9
35726514379,internality,9
35726537725749,intermittently,9
7551437327,tonalities,9
755175,tomato,9
7551597,tomboys,9
357265121531,interoceanic,9
1613515377,brahmanist,9
357265522,internode,9
357253517353,inseminating,9
35277351142,inestimable,9
352222173825277,ineffectiveness,9
3524333149,ineligibly,9
75677,torus,9
163527,brines,9
1635326,bringer,9
3527173825277,inductiveness,9
3527617353,indurating,9
163337257,brightens,9
7567762,torture,9
821637552,wearisome,9
821635277,weariness,9
352163157,inebriant,9
3527776327,industries,9
1633372522,brightened,9
1632211727,briefcases,9
357264112,interlace,9
16333725267,brighteners,9
1632222,briefed,9
822573277,weensiest,9
756776577,torturous,9
16135817326,brainwasher,9
352221142,ineffable,9
75513184,tomahawk,9
35277763147,industrials,9
755536163327,tomographies,9
1613565826,brainpower,9
75667267,torquers,9
822425226,weekender,9
161354277,brainless,9
35721762,insecure,9
352267,infers,9
1632426,bridler,9
35226734249,infertilely,9
352347617355,infiltration,9
35227726,infester,9
35726537722,intermitted,9
35234761727,infiltrates,9
35215327,infamies,9
35232427,infields,9
7566727,torques,9
3523476172,infiltrate,9
16331227,brigades,9
352717353,inducting,9
35221565775277,indecorousness,9
82171527,weasands,9
352222,indeed,9
7577,tots,9
3522137382,indecisive,9
3522217331142,indefatigable,9
163715531,britannic,9
163225277,briefness,9
352255329,indemnify,9
3521577,infants,9
352243149,indelibly,9
3522235372,indefinite,9
16512253537,broadenings,9
16512257,broadens,9
3522577,indents,9
35251763517355,indoctrination,9
352213738249,indecisively,9
7571322,touched,9
1635132,brioche,9
3522553722,indemnitee,9
3523762571134379,indispensability,9
35221363261142,indecipherable,9
75714375,totalism,9
3522125749,indecently,9
3522726535172,indeterminate,9
35231726,indicter,9
3516217353,increasing,9
352317227,indictees,9
35254,indol,9
8215267,weaners,9
7577353,totting,9
351711756,incubator,9
3522125726,indecenter,9
351768353,incurving,9
35221722,indebted,9
352177173557,infatuations,9
757726,totter,9
1637426,brisker,9
16377547,bristols,9
35232226257,indifferent,9
352332773142,indigestible,9
16354,brink,9
757267,toters,9
3522577627,indentures,9
8216322,wearied,9
3523131,indicia,9
821626,wearer,9
3522577622,indentured,9
352311738249,indicatively,9
35231173557,indications,9
35233517355,indignation,9
35227265351725277,indeterminateness,9
757144353,totalling,9
352353727,infinites,9
75722,toted,9
355273,inmesh,9
3543267,inliers,9
35415226,inlander,9
82172422,weaseled,9
352272653517249,indeterminately,9
355172,innate,9
75673,torsi,9
163747,brisks,9
75663226,torrider,9
35228,index,9
351713,incubi,9
1621777765427,breaststrokes,9
35215769525,infantrymen,9
35217717353,infatuating,9
1621731142,breathable,9
3522173557,infections,9
3528735373731142,inextinguishable,9
3555535172,innominate,9
3555125726,innocenter,9
3552681727,innervates,9
162177,breast,9
35522,inned,9
354769,injury,9
822822,weewee,9
3523537382,infinitive,9
73131,tibia,9
35673737567,inquisitors,9
35475173557,injunctions,9
4696755372,kryptonite,9
75651231,tornadic,9
353731422,initialed,9
